Source Well,Destination Well,Transfer Volume
A2,AV73,2.5
A2,AV74,2.5
A2,AV75,2.5
A2,AV76,2.5
A2,AV77,2.5
A1,AV78,2.5
A2,AV79,2.5
A2,AV80,2.5
A2,AV81,2.5
A1,AV82,2.5
A1,AV83,2.5
A2,AV84,2.5
A2,AV85,2.5
A2,AV86,2.5
A1,AV88,2.5
A2,AV89,2.5
A2,AV90,2.5
A2,AV91,2.5
A2,AV92,2.5
A2,AV93,2.5
A1,AV94,2.5
A2,AV95,2.5
A2,AV96,2.5
A2,AV97,2.5
A2,AV98,2.5
A2,AV99,2.5
A2,AV100,2.5
A2,AV101,2.5
A2,AV102,2.5
A2,AV103,2.5
A1,AV104,2.5
A2,AV105,2.5
A2,AV106,2.5
A2,AV107,2.5
A2,AV108,2.5
A2,AV109,2.5
A2,AV110,2.5
A2,AV111,2.5
A1,AV112,2.5
A1,AV113,2.5
A2,AV114,2.5
A2,AV115,2.5
A2,AV116,2.5
A2,AV117,2.5
A2,AV118,2.5
A2,AV119,2.5
A2,AV120,2.5
A2,AV121,2.5
A2,AV122,2.5
A2,AV123,2.5
A2,AV124,2.5
A2,AV125,2.5
A1,AV126,2.5
A1,AV127,2.5
A2,AV128,2.5
A2,AV129,2.5
A2,AV130,2.5
A2,AV131,2.5
A2,AV132,2.5
A2,AV133,2.5
A2,AV134,2.5
A2,AV135,2.5
A2,AV136,2.5
A2,AV137,2.5
A2,AV138,2.5
A2,AV139,2.5
